"Classifier id","train_accuracy","test_accuracy","fit_time","score_time","features","train_conf_matrix","test_conf_matrix"
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.362775305261,0.346873573711,0.00213313102722,0.000575065612793,1,[[ 294    0 2627]  [  80    0 2841]  [  36    0 2885]],[[ 57   0 684]  [ 27   0 716]  [  4   0 703]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.391532580167,0.385668644455,0.0033700466156,0.000833034515381,4,[[ 294 2354  273]  [  80 2390  451]  [  35 2139  747]],[[ 57 605  79]  [ 27 603 113]  [  4 518 185]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.394841949104,0.386125057052,0.00545406341553,0.000717163085938,11,[[ 296 2342  283]  [  79 2401  441]  [  36 2122  763]],[[ 56 603  82]  [ 28 601 114]  [  6 512 189]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.412415839324,0.412596987677,0.0118608474731,0.00142192840576,27,[[2123  528  270]  [1759  731  431]  [1497  664  760]],[[507 152  82]  [422 209 112]  [358 161 188]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.446993038914,0.399361022364,0.0371649265289,0.00301599502563,63,[[1870  496  555]  [1324  815  782]  [1127  562 1232]],[[414 149 178]  [324 177 242]  [284 139 284]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.699646239872,0.386581469649,0.185474157333,0.00677108764648,146,[[2318  341  262]  [ 684 1882  355]  [ 534  456 1931]],[[330 241 170]  [285 247 211]  [218 219 270]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.959260527217,0.376996805112,0.683005094528,0.0148901939392,336,[[2876   37    8]  [ 131 2777   13]  [  89   79 2753]],[[301 257 183]  [245 263 235]  [214 231 262]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.989843660847,0.394340483797,2.02238607407,0.0331559181213,774,[[2915    5    1]  [  46 2874    1]  [  17   19 2885]],[[312 228 201]  [213 281 249]  [196 240 271]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.998744722127,0.375627567321,5.01136398315,0.0599520206451,1779,[[2921    0    0]  [   8 2913    0]  [   2    1 2918]],[[312 231 198]  [231 254 258]  [193 257 257]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.998972954468,0.402555910543,18.6422100067,0.248423099518,4087,[[2921    0    0]  [   7 2914    0]  [   1    1 2919]],[[306 262 173]  [223 270 250]  [163 238 306]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.999315302978,0.403468735737,66.9682428837,1.82016205788,9389,[[2921    0    0]  [   4 2917    0]  [   1    1 2919]],[[308 240 193]  [228 292 223]  [172 251 284]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.999315302978,0.409402099498,152.502774,5.80342698097,21568,[[2921    0    0]  [   4 2917    0]  [   1    1 2919]],[[329 222 190]  [242 273 228]  [168 244 295]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.362775305261,0.346873573711,0.576586008072,0.0698268413544,1,[[ 294    0 2627]  [  80    0 2841]  [  36    0 2885]],[[ 57   0 684]  [ 27   0 716]  [  4   0 703]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.387652630378,0.386125057052,0.618083953857,0.0548169612885,4,[[2646    0  275]  [2464    0  457]  [2170    0  751]],[[659   0  82]  [629   0 114]  [520   0 187]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.389478489102,0.385668644455,0.643729925156,0.0570619106293,11,[[2617    0  304]  [2441    0  480]  [2125    0  796]],[[646   0  95]  [623   0 120]  [508   0 199]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.403058313363,0.392058420812,0.72448682785,0.060614824295,27,[[2106    0  815]  [1759    0 1162]  [1495    0 1426]],[[506   0 235]  [419   0 324]  [354   0 353]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.403400661874,0.390232770424,0.833979129791,0.0690360069275,63,[[2049    0  872]  [1715    1 1205]  [1436    0 1485]],[[493   0 248]  [408   0 335]  [345   0 362]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.440031952528,0.432679141944,1.07494997978,0.082927942276,146,[[1958   49  914]  [1469   98 1354]  [1046   75 1800]],[[483  14 244]  [380  24 339]  [250  16 441]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.456692913386,0.440438156093,1.46956396103,0.0981152057648,336,[[2033  172  716]  [1467  334 1120]  [1064  222 1635]],[[487  46 208]  [383  83 277]  [257  55 395]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.472897409563,0.457781834779,3.47104811668,0.137612104416,774,[[2064  267  590]  [1452  517  952]  [ 985  373 1563]],[[499  70 172]  [357 127 259]  [234  96 377]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.489900718932,0.465997261524,8.33588290215,0.272464990616,1779,[[2178  268  475]  [1484  638  799]  [1058  386 1477]],[[519  83 139]  [360 161 222]  [254 112 341]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.490813648294,0.463715198539,9.70392799377,0.298017024994,1779,[[2185  263  473]  [1488  631  802]  [1065  371 1485]],[[520  80 141]  [364 157 222]  [253 115 339]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.517174483624,0.463715198539,15.9122021198,0.546846151352,4087,[[2288  317  316]  [1492  823  606]  [1059  441 1421]],[[536  85 120]  [382 184 177]  [259 152 296]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.556316330024,0.460976722958,47.2873620987,1.38334798813,9389,[[2446  276  199]  [1505 1019  397]  [1042  469 1410]],[[556 108  77]  [410 209 124]  [288 174 245]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.630149492183,0.457781834779,130.02680397,3.82164287567,21568,[[2372  236  313]  [1095 1197  629]  [ 659  309 1953]],[[498  98 145]  [344 178 221]  [214 166 327]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=200; output_layer=None; verbose=0)",0.723496519457,0.443633044272,244.834918022,9.1099319458,49543,[[2664  178   79]  [ 915 1816  190]  [ 662  399 1860]],[[530 145  66]  [387 229 127]  [274 220 213]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=400; output_layer=None; verbose=0)",0.362775305261,0.346873573711,0.965415000916,0.149694919586,1,[[ 294    0 2627]  [  80    0 2841]  [  36    0 2885]],[[ 57   0 684]  [ 27   0 716]  [  4   0 703]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=400; output_layer=None; verbose=0)",0.387652630378,0.386581469649,1.05193114281,0.137763023376,4,[[2645    0  276]  [2464    0  457]  [2169    0  752]],[[659   0  82]  [629   0 114]  [519   0 188]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=400; output_layer=None; verbose=0)",0.389478489102,0.386125057052,1.10458683968,0.11779999733,11,[[2616    0  305]  [2441    0  480]  [2124    0  797]],[[646   0  95]  [623   0 120]  [507   0 200]]
"MLPClassifier(batch_size=100; l2decay=0; loss='cross_entropy'; lr=0.1; n_hidden=400; output_layer=None; verbose=0)",0.403172429533,0.392514833409,1.23994517326,0.121521949768,27,[[2106    0  815]  [1759    1 1161]  [1495    0 1426]],[[507   0 234]  [419   0 324]  [354   0 353]]
