"Classifier id","train_accuracy","test_accuracy","fit_time","score_time","features","train_conf_matrix","test_conf_matrix"
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.551118210863,0.529300567108,0.108000040054,0.0540001392365,1,[[ 249 1942]  [  25 2166]],[[ 43 496]  [  2 517]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.579643998174,0.567107750473,0.118999958038,0.0520000457764,3,[[ 428 1763]  [  79 2112]],[[ 98 441]  [ 17 502]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.613190324053,0.618147448015,0.125999927521,0.0540001392365,6,[[1700  491]  [1204  987]],[[413 126]  [278 241]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.654267457782,0.660680529301,0.138999938965,0.0570001602173,12,[[1567  624]  [ 891 1300]],[[375 164]  [195 324]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.675034230945,0.676748582231,0.19000005722,0.066999912262,22,[[1625  566]  [ 858 1333]],[[394 145]  [197 322]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.699452304884,0.671077504726,0.249000072479,0.0709998607635,42,[[1592  599]  [ 718 1473]],[[374 165]  [183 336]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.706754906435,0.677693761815,0.371999979019,0.110000133514,79,[[1664  527]  [ 758 1433]],[[379 160]  [181 338]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712003651301,0.673913043478,0.588000059128,0.164999961853,147,[[1693  498]  [ 764 1427]],[[383 156]  [189 330]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712916476495,0.676748582231,1.11500000954,0.325000047684,273,[[1667  524]  [ 734 1457]],[[375 164]  [178 341]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.713144682793,0.669187145558,2.29999995232,0.572000026703,505,[[1644  547]  [ 710 1481]],[[368 171]  [179 340]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.714057507987,0.662570888469,4.59200000763,1.06100010872,935,[[1619  572]  [ 681 1510]],[[360 179]  [178 341]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712231857599,0.657844990548,8.99799990654,1.95200014114,1729,[[1584  607]  [ 654 1537]],[[345 194]  [168 351]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712231857599,0.657844990548,18.6080000401,3.61900019646,3198,[[1584  607]  [ 654 1537]],[[345 194]  [168 351]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712231857599,0.657844990548,40.4839999676,6.58200001717,5915,[[1584  607]  [ 654 1537]],[[345 194]  [168 351]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.712231857599,0.657844990548,71.4619998932,10.6369998455,10940,[[1584  607]  [ 654 1537]],[[345 194]  [168 351]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.551118210863,0.529300567108,0.00300002098083,0.000999927520752,1,[[ 249 1942]  [  25 2166]],[[ 43 496]  [  2 517]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.579643998174,0.567107750473,0.00399994850159,0.0,3,[[ 428 1763]  [  79 2112]],[[ 98 441]  [ 17 502]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.61661341853,0.617202268431,0.00399994850159,0.000999927520752,6,[[1646  545]  [1135 1056]],[[396 143]  [262 257]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.669785486079,0.661625708885,0.0090000629425,0.000999927520752,12,[[1674  517]  [ 930 1261]],[[394 145]  [213 306]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.73642172524,0.649338374291,0.0190000534058,0.00200009346008,22,[[1769  422]  [ 733 1458]],[[383 156]  [215 304]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.867868553172,0.606805293006,0.047000169754,0.0019998550415,42,[[2008  183]  [ 396 1795]],[[358 181]  [235 284]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.932222729347,0.618147448015,0.0970001220703,0.00299978256226,79,[[2139   52]  [ 245 1946]],[[358 181]  [223 296]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.956184390689,0.632325141777,0.189999818802,0.00399994850159,147,[[2160   31]  [ 161 2030]],[[365 174]  [215 304]]
"DecisionTreeClassifier(compute_importances=None; criterion='gini'; max_depth=None; max_features=None; max_leaf_nodes=None; min_density=None; min_samples_leaf=1; min_samples_split=2; random_state=None; splitter='best')",0.982428115016,0.625708884688,0.378000020981,0.00699996948242,273,[[2172   19]  [  58 2133]],[[340 199]  [197 322]]
