"Classifier id","train_accuracy","test_accuracy","fit_time","score_time","features","train_conf_matrix","test_conf_matrix"
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.512838069154,0.517115472387,0.193000078201,0.118000030518,1,[[ 249 1942    0]  [ 136 4245    0]  [  25 2166    0]],[[  43  496    0]  [  43 1090    0]  [   2  517    0]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.526075544905,0.522592423551,0.212999820709,0.116000175476,3,[[ 263 1918   10]  [ 143 4205   33]  [  23 2026  142]],[[  43  493    3]  [  45 1072   16]  [   1  488   30]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.530754307885,0.521679598357,0.246999979019,0.108999967575,6,[[ 291 1880   20]  [ 173 4106  102]  [  26 1911  254]],[[  52  483    4]  [  52 1031   50]  [   3  456   60]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.535775419377,0.525330899133,0.273000001907,0.141000032425,12,[[ 365 1801   25]  [ 226 4026  129]  [  35 1852  304]],[[  67  463    9]  [  67 1013   53]  [   5  443   71]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.54593175853,0.534459151073,0.358999967575,0.138999938965,22,[[ 430 1696   65]  [ 278 3862  241]  [  52 1647  492]],[[ 81 443  15]  [ 77 975  81]  [  7 397 115]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.556544562364,0.530807850297,0.470999956131,0.177000045776,42,[[ 499 1618   74]  [ 313 3778  290]  [  53 1538  600]],[[102 417  20]  [101 934  98]  [ 11 381 127]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.560995093005,0.535371976267,0.710999965668,0.25200009346,79,[[ 537 1581   73]  [ 339 3753  289]  [  72 1493  626]],[[104 413  22]  [105 934  94]  [ 15 369 135]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.561565673856,0.530807850297,1.27900004387,0.411999940872,147,[[ 516 1593   82]  [ 328 3755  298]  [  69 1472  650]],[[ 91 422  26]  [102 937  94]  [ 13 371 135]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.560766860664,0.539023277042,2.63300013542,0.696000099182,273,[[ 523 1571   97]  [ 334 3729  318]  [  71 1458  662]],[[ 98 417  24]  [ 98 940  95]  [ 18 358 143]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.561223325345,0.535828388864,5.33200001717,1.26799988747,505,[[ 503 1586  102]  [ 326 3737  318]  [  70 1443  678]],[[ 95 419  25]  [101 932 100]  [ 13 359 147]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.561565673856,0.536284801461,10.4769999981,2.36900019646,935,[[ 503 1588  100]  [ 322 3735  324]  [  69 1439  683]],[[ 96 420  23]  [100 932 101]  [ 13 359 147]]
"AdaBoostClassifier(algorithm='SAMME.R'; base_estimator=None; learning_rate=1.0; n_estimators=50; random_state=None)",0.562478603218,0.536284801461,21.1559998989,4.17100000381,1729,[[ 489 1603   99]  [ 308 3748  325]  [  65 1434  692]],[[ 95 419  25]  [ 97 937  99]  [ 11 365 143]]
