0,0,1,0,0,0,0,0,0,0,-0.442935898487
0,0,1,0,0,1,0,0,0,0,0.187372394072
0,0,1,0,1,0,0,1,0,1,0.64660032839
0,0,2,0,0,0,0,0,0,0,-0.0859391907949
0,0,1,1,0,0,0,0,0,0,1.14942208015
1,0,1,0,0,0,0,0,0,0,0.72002965894
0,0,2,0,0,0,0,0,0,0,-0.562757728912
0,0,1,1,0,0,0,0,0,0,-0.0886034983442
1,0,1,0,0,0,0,0,0,1,0.608330587943
0,0,2,0,0,0,0,1,0,0,-0.119736284562
0,0,2,0,0,0,0,0,0,0,-0.161264944759
0,0,1,0,0,0,0,0,0,0,0.395166887237
0,0,2,0,0,0,0,0,0,0,0.967546137124
0,0,1,0,0,0,1,0,0,0,0.914172696028
0,0,1,0,1,0,0,0,0,0,-0.172140017808
0,0,1,0,0,0,0,0,0,1,-0.477161574486
0,0,1,0,0,0,0,0,0,0,0.833330621031
0,0,1,0,0,0,0,0,0,0,-0.335941724202
0,0,1,0,0,0,0,0,0,0,0.355662718878
1,0,1,0,0,0,0,0,0,0,0.878806043345
1,0,2,1,0,0,0,0,0,0,0.690872692345
0,0,1,0,0,0,0,0,0,0,0.407839009688
0,0,2,0,0,0,0,0,0,0,-0.0696606587356
0,0,2,0,0,0,1,0,0,0,0.118658751606
0,0,2,0,0,0,0,0,0,0,-1.29271966972
0,0,1,0,0,0,0,0,0,0,-0.912493911632
0,0,1,0,0,0,0,0,0,0,-0.430925076948
0,0,2,0,0,0,0,0,0,0,-0.133627589284
0,0,1,0,0,0,0,1,0,0,-0.477112207643
0,0,1,0,0,0,0,0,0,0,0.420000006667
0,0,1,0,1,0,0,0,0,0,-0.76914024669
0,0,1,1,0,0,0,0,0,1,0.223873555345
0,0,1,0,0,0,0,0,0,0,0.0440457821909
0,0,1,0,0,0,0,0,0,0,0.772161619239
0,0,1,1,0,0,0,0,0,0,-0.5408177078
0,0,1,1,0,0,1,0,0,0,0.674666689953
0,0,2,0,0,0,0,0,0,0,0.339036631889
0,0,2,0,0,0,0,0,0,0,-0.0945944690299
0,0,2,0,0,0,0,0,0,0,0.665449240078
0,0,1,0,1,0,0,0,0,1,-0.117604425834
0,0,1,0,0,0,0,0,0,0,0.805390784202
2,0,1,1,0,0,0,0,0,0,0.355959149314
0,0,1,0,0,0,1,0,0,0,0.0379313498099
0,0,1,0,0,0,0,1,0,1,-1.34889413698
1,0,2,0,0,0,0,2,0,1,-0.653740358558
0,0,2,0,0,0,0,0,0,1,0.102815899371
1,0,2,0,0,0,1,0,0,0,0.14132490493
1,0,1,0,0,0,0,0,0,0,-0.0989549038781
0,0,2,0,0,0,0,0,0,0,0.185901763228
0,0,1,0,0,0,0,0,0,0,-0.426746084922
0,0,1,0,0,0,0,0,0,0,0.307484814605
1,0,1,0,0,0,0,0,0,0,0.489211927101
0,0,2,0,0,0,0,0,0,0,-0.0886009992363
0,0,1,0,0,0,0,0,0,0,0.221706510945
1,0,2,0,0,0,0,0,0,0,0.497982690888
0,0,2,0,0,0,0,0,0,0,1.45798444429
0,0,1,1,0,0,0,0,0,0,-0.380764591936
0,0,2,0,0,0,1,0,0,0,-0.065286087445
0,0,1,0,0,0,0,0,0,0,1.09190273388
0,0,1,0,0,0,0,0,0,0,-0.265420272365
0,0,1,2,1,0,0,0,0,0,-0.128466933657
0,0,2,0,0,0,0,0,0,0,-0.672316729489
0,0,1,0,0,0,0,0,0,1,0.654023337261
0,0,2,0,0,0,0,0,0,0,-0.343326634867
0,0,1,0,0,0,0,0,0,0,-0.35831579894
0,0,2,0,0,0,0,0,0,0,0.120617966452
0,0,1,0,0,0,0,1,0,1,-0.212477196314
0,0,1,0,0,0,0,0,0,0,-0.32405786888
0,0,2,0,0,0,0,0,0,0,-0.39257038689
1,0,1,0,0,0,0,0,0,0,-0.278014554721
1,0,1,0,0,0,0,1,0,0,-1.7222997139
0,0,2,0,0,0,0,0,0,0,0.446762326198
0,0,2,0,0,0,0,0,0,0,0.106114865992
0,0,2,0,0,0,0,0,0,0,0.564533448859
1,0,1,0,0,0,0,0,0,0,0.583284913891
1,0,1,1,0,0,0,0,0,0,0.370814899584
1,0,1,0,0,0,0,0,0,0,-0.0418324793137
0,0,1,1,0,0,0,0,0,0,0.563679744855
0,0,1,1,0,0,0,0,0,0,-0.94255531913
